Program,Control Model,Product Area,Part Number,Part Description,Program Quantity of parts,Updated By,Reason for update,Ref Quantity,Supplier Info,Fgrp,Pos
V536,2,ART INTERIOR ROOM,32289020.0,"SIDE PANEL,CHARCOAL SOLIDREAR LOWER LH",1.0,HTORSTE1,MaxBom first publish,0.0,,8825,040
V536,2,ART INTERIOR ROOM,999182.0,SEMS SCREW M6*30,4.0,SYSTEM,Price imported from SI+/epic,2.0,AEKIF,8825,040
V536,2,ART INTERIOR ROOM,32387095.0,LOCAL PARAMETERS PDM,1.0,,,0.0,,3652,050
V536,2,ART INTERIOR ROOM,32387094.0,LOCAL PARAMETERS DDM,1.0,,,0.0,,3652,045
V536,2,ART INTERIOR ROOM,6847150.0,PROTECTION TAPE B=50,0.6,SYSTEM,Price imported from SI+/epic,0.6,P1NVC,8511,170
V536,2,ART INTERIOR ROOM,32130974.0,"NOZZLE,CHARCOAL SOLID B-PILLAR LH",1.0,MKARJAL2,"Price approved at ATM 21w36, VPC77147, VPC77593.",0.0,,8725,010
V536,2,ART INTERIOR ROOM,32289019.0,"REAR PANEL,CHARCOAL S",1.0,HTORSTE1,MaxBom first publish,0.0,,8825,035
V536,2,ART INTERIOR ROOM,32387096.0,LOCAL PARAMETERS PDM,1.0,,,0.0,,3652,051
V536,2,ART INTERIOR ROOM,,POWER OUTLET TUNNEL,0.0,SYSTEM,Price imported from SI+/epic,1.0,AD0LT,null,null
V536,2,ART INTERIOR ROOM,32289015.0,"SIDE PANEL,CHARCOAL SOLIDREAR UPPER RH",1.0,HANDREA7,"21w36 TTM VPC78448, VPC78462",0.0,,8825,035
V536,2,ART INTERIOR ROOM,,SWITCH MODULE SBSM UTAN DMS,0.0,SYSTEM,Price imported from SI+/epic,1.0,AEMSE,null,null
V536,2,ART INTERIOR ROOM,32266476.0,SWITCH PANEL RCSM,1.0,KMORKEN,VPC71157 DCM 20w50,0.0,AEMSE,3657,201
V536,2,ART INTERIOR ROOM,32282986.0,"TRIM MOULDING,LIGHT ASH LH FRONT",1.0,JELWING,DCM STM 22w47 VPC80272 Delivery split up Flex,0.0,,8511,066
V536,2,ART INTERIOR ROOM,32282987.0,"TRIM MOULDING,LIGHT ASH RH FRONT",1.0,JELWING,DCM STM 22w47 VPC80272 Delivery split up Flex,0.0,,8511,067
V536,2,ART INTERIOR ROOM,32266478.0,SWITCH CCRS,1.0,SYSTEM,Price imported from SI+/epic,0.0,AJ2AA,3657,050
V536,2,ART INTERIOR ROOM,32266479.0,SWITCH LUGGAGE 2,1.0,KMORKEN,VPC77987 ATM DCM 21w42,0.0,AEMSG,3657,012
V536,2,ART INTERIOR ROOM,32387093.0,LOCAL PARAMETERS DDM,1.0,,,0.0,,3652,044
V536,2,ART INTERIOR ROOM,32130975.0,"NOZZLE,CHARCOAL SOLID B-PILLAR RH",1.0,MKARJAL2,"Price approved at ATM 21w36, VPC77147, VPC77593.",0.0,,8725,010
V536,2,ART INTERIOR ROOM,32229526.0,COVER CHARCOAL LH ARM REST,1.0,RFREIDLI,STM 21w50 VPC73309,0.0,AEHOK,8511,103
V536,2,ART INTERIOR ROOM,32282988.0,"TRIM MOULDING,LIGHT ASH LH REAR",1.0,JELWING,DCM STM 22w47 VPC80272 Delivery split up Flex,0.0,,8511,126
V536,2,ART INTERIOR ROOM,,HINGE ARM REST,0.0,SYSTEM,Price imported from SI+/epic,1.0,AEH47,null,null
V536,2,ART INTERIOR ROOM,32244865.0,CROSSMEMBER COCKPIT,1.0,MSPARTAL,Contracted prices,0.0,,8814,200
V536,2,ART INTERIOR ROOM,,"RUBBER MAT,CHARCOAL SOLIDMSD",0.0,SYSTEM,Price imported from SI+/epic,1.0,AECC3,null,null
V536,2,ART INTERIOR ROOM,32282989.0,"TRIM MOULDING,LIGHT ASH RH REAR",1.0,JELWING,DCM STM 22w47 VPC80272 Delivery split up Flex,0.0,,8511,127
V536,2,ART INTERIOR ROOM,32229527.0,COVER CHARCOAL RH ARM REST,1.0,RFREIDLI,STM 21w50 VPC73309,0.0,AEHOK,8511,074
V536,2,ART INTERIOR ROOM,32297411.0,AIR DUCT OUTER DRIVER,1.0,SYSTEM,Price imported from SI+/epic,0.0,AEU60,8810,025
V536,2,ART INTERIOR ROOM,31417300.0,Z-SUPPORT IP CENTRE,2.0,AMEDLYN,1st Maxbom update,2.0,AEH47,8810,011
V536,2,ART INTERIOR ROOM,32277247.0,MIXBOX,1.0,SYSTEM,Price imported from SI+/epic,0.0,AEH47,8810,025
V536,2,ART INTERIOR ROOM,32297415.0,AIR DUCT CENTRE DRIVER,1.0,SYSTEM,Price imported from SI+/epic,0.0,AEU60,8810,025
V536,2,ART INTERIOR ROOM,30640847.0,SIX POINT SOCKET SCREW PF5*20,1.0,SYSTEM,Price imported from SI+/epic,2.0,AEKIF,6416,032
V536,2,ART INTERIOR ROOM,32297413.0,AIR DUCT OUTER PASSENGER,1.0,SYSTEM,Price imported from SI+/epic,0.0,AEU60,8810,025
V536,2,ART INTERIOR ROOM,32297419.0,AIR DUCT FLOOR DRIVER,1.0,SYSTEM,Price imported from SI+/epic,0.0,AEU60,8810,025
V536,2,ART INTERIOR ROOM,32297417.0,AIR DUCT CENTRE PASSENGER,1.0,SYSTEM,Price imported from SI+/epic,0.0,AEU60,8810,025
V536,2,ART INTERIOR ROOM,32275901.0,FRAMEWORK TUNNEL UPPER,1.0,SPERSS21,"22w22: VPC85272, VPC85276 screw insert  ATM 22w23",0.0,,8825,020
V536,2,ART INTERIOR ROOM,31417301.0,Z-SUPPORT IP OUTER,2.0,SYSTEM,Price imported from SI+/epic,2.0,AEH47,8810,011
V536,2,ART INTERIOR ROOM,32275903.0,"FRAMEWORK,CHARCOAL SOLID LOWER",1.0,SPERSS21,22w49: VPC91916 TTM22w50,0.0,,8825,015
V536,2,ART INTERIOR ROOM,,TOP COVER ARM REST,0.0,SYSTEM,Price imported from SI+/epic,1.0,AEH47,null,null
V536,2,ART INTERIOR ROOM,,RUBBER MAT STORAGE BOX,0.0,SYSTEM,Price imported from SI+/epic,1.0,AEBVK,null,null
V536,2,ART INTERIOR ROOM,32318122.0,COVER LOWER,1.0,AMEDLYN,Price imported from program,0.0,AEH47,8810,012
V536,2,ART INTERIOR ROOM,32350327.0,SWITCH CRUISE CONTROL,1.0,KBORJESS,VPC82801 TTM 22w06,0.0,AEMSE,3657,015
V536,2,ART INTERIOR ROOM,32350328.0,SWITCH AUDIO,1.0,KBORJESS,VPC82801 TTM 22w06,0.0,AEMSE,3657,015
V536,2,ART INTERIOR ROOM,,SWITCH MCM CHARCOAL,0.0,KMORKEN,VPC70460 STM 21w19,1.0,AEMSE,null,null
V536,2,ART INTERIOR ROOM,,SIX POINT SOCKET SCREW PF4*10,0.0,KANTAN,Price imported from SI+/epic,5.0,AEKIF,null,null
V536,2,ART INTERIOR ROOM,,SWITCH PANEL RCSM 4-ZON,0.0,KMORKEN,VPC74980 ATM 21w18,1.0,AEMSE,null,null
V536,2,ART INTERIOR ROOM,,PLUG POWER OUTLET 12V,0.0,SYSTEM,Price imported from SI+/epic,1.0,AD0LT,null,null
V536,2,ART INTERIOR ROOM,32318125.0,"GLOVE BOX,CHARCOAL MODULE",1.0,AMEDLYN,21w41 VPC75938 Gbox update,0.0,AEH47,8810,030
V536,2,ART INTERIOR ROOM,32352069.0,"CUP HOLDER,WOOD LIGHT ASH",1.0,JELWING,DCM STM 22w15 VPC77267 RFQ to FDJ maturity status Jalousie handle,0.0,,8825,030
V536,2,ART INTERIOR ROOM,30622905.0,SIX POINT SOCKET SCREW PF4*15,6.0,SYSTEM,Price imported from SI+/epic,0.0,AEKIF,8511,074
V536,2,ART INTERIOR ROOM,32297089.0,SOUND ABSORBER KNAB,1.0,BSAMUEL8,AEH47 price,1.0,EX7FD,8810,012
V536,2,ART INTERIOR ROOM,,BRACKET MSD,0.0,SYSTEM,Price imported from SI+/epic,1.0,AEBB2,null,null
V536,2,ART INTERIOR ROOM,32328557.0,"LOUDSPEAKER GRILLE,METAL LH FRONT",1.0,JJOHAN86,22W27 VPC84. Laser etched logo level 2,0.0,AESPJ,8511,147
V536,2,ART INTERIOR ROOM,,SECONDARY BOOTLOADER DDM,0.0,,,1.0,,null,null
V536,2,ART INTERIOR ROOM,,SECONDARY BOOTLOADER PDM,0.0,,,1.0,,null,null
V536,2,ART INTERIOR ROOM,32328558.0,"LOUDSPEAKER GRILLE,METAL RH FRONT",1.0,JJOHAN86,22W27 VPC84954 Laser etched logo level 2,0.0,AESPJ,8511,148
V536,2,ART INTERIOR ROOM,32289085.0,"ARM REST,CHARCOAL SOLID TUNNEL CONSOLE",1.0,HTORSTE1,MaxBom first publish,0.0,,8825,025
V536,2,ART INTERIOR ROOM,31694496.0,"NOZZLE,CHARCOAL SOLID C-PILLAR RH",1.0,MKARJAL2,"Price approved at ATM 21w36, VPC77147, VPC77593.",0.0,,8725,010
V536,2,ART INTERIOR ROOM,32318199.0,"END COVER,CHARCOAL LH",1.0,AMEDLYN,VPC78693,0.0,AEH47,8810,160
V536,2,ART INTERIOR ROOM,31694495.0,"NOZZLE,CHARCOAL SOLID C-PILLAR LH",1.0,MKARJAL2,"Price approved at ATM 21w36, VPC77147, VPC77593.",0.0,,8725,010
V536,2,ART INTERIOR ROOM,31109118.0,FLANGE SCREW M5*20 FASTITE,4.0,SYSTEM,Price imported from SI+/epic,0.0,AEKIF,8825,020
V536,2,ART INTERIOR ROOM,32318117.0,BRACKET CSD,1.0,AMEDLYN,21w41 VPC79653 Update CPA to TO status,0.0,,8810,012
V536,2,ART INTERIOR ROOM,30640961.0,FLANGE SCREW M5*14,4.0,SYSTEM,Price imported from SI+/epic,4.0,AEKIF,8810,012
V536,2,ART INTERIOR ROOM,32229701.0,TRANSPORT PROTECTION,1.0,SYSTEM,Price imported from SI+/epic,1.0,BYLGA,8511,170
V536,2,ART SEATS AND SAFETY,,CABLE HARNESS FORARE VARME VENT US,0.0,SYSTEM,Price imported from SI+/epic,1.0,AEIK0,null,null
V536,2,ART SEATS AND SAFETY,32227889.0,"DECO,CHARCOAL SATIN SILK II",1.0,MENBERG,Price imported from SI+/epic,0.0,AEQOB,6411,018
V536,2,ART SEATS AND SAFETY,,BRACKET SIDE PANEL REAR,0.0,SYSTEM,Price imported from SI+/epic,1.0,AEIK0,null,null
V536,2,ART SEATS AND SAFETY,,BRACKET SIDE PANEL FRONT,0.0,SYSTEM,Price imported from SI+/epic,1.0,AEIK0,null,null
V536,2,ART SEATS AND SAFETY,,BRACKET SIDE PANEL REAR,0.0,SYSTEM,Price imported from SI+/epic,1.0,AEIK0,null,null
V536,2,ART SEATS AND SAFETY,32272330.0,BACKREST FRAME LH ENGINE W MEMORY,1.0,SYSTEM,Price imported from program,0.0,AEIK0,8520,291
V536,2,ART SEATS AND SAFETY,,BRACKET SIDE PANEL FRONT,0.0,SYSTEM,Price imported from SI+/epic,1.0,AEIK0,null,null
V536,2,ART SEATS AND SAFETY,32272331.0,BACKREST FRAME RH ENGINE W MEMORY,1.0,TDARRELL,Update from estimate to contract,0.0,AEIK0,8520,292
V536,2,ART SEATS AND SAFETY,32394097.0,"BELT CATCH,CHARCOAL LH ROW 2 WITH HALL ELEMEN",1.0,JGUSTAFS,STM  22w02 VPC69074,0.0,,8842,051
V536,2,ART SEATS AND SAFETY,32394092.0,BELT CATCH FRONT SEAT W HALL ELEMENT,1.0,JGUSTAFS,Updated price-info from purchasing,0.0,,8841,032
V536,2,ART SEATS AND SAFETY,,CLIP,0.0,SYSTEM,Price imported from SI+/epic,4.0,AEIK0,null,null
V536,2,ART SEATS AND SAFETY,32315709.0,ECU PSM 16W +HEAT+VENT,1.0,EPETER83,MaxBom first publish,0.0,AEIK0,3656,050
V536,2,ART SEATS AND SAFETY,32394091.0,BELT CATCH FRONT SEAT W HALL ELEMENT,1.0,JGUSTAFS,Updated price-info from purchasing,0.0,,8841,031
V536,2,ART SEATS AND SAFETY,,SIX POINT SOCKET SCREW M6*10,0.0,SYSTEM,Price imported from SI+/epic,5.0,AEIK0,null,null
V536,2,ART SEATS AND SAFETY,999495.0,"PLASTIC RIVET 5,2*9,3",4.0,SYSTEM,Price imported from SI+/epic,0.0,AEIK0,8520,191
V536,2,ART SEATS AND SAFETY,32332290.0,"STRAP,CHARCOAL SOLID CENTRE FOLDING LOAD FLOOR",1.0,KPERSS35,VPC85365,0.0,AEIK0,8530,015
V536,2,ART SEATS AND SAFETY,32332291.0,CABLE HARNESS LH OUTER SECTION REAR,1.0,LMENEZES,VPC77607 - hard end stop,0.0,AEIK0,8530,193
V536,2,ART SEATS AND SAFETY,32332292.0,CABLE HARNESS RH OUTER SECTION REAR,1.0,LMENEZES,VPC77607 - hard end stop,0.0,AEIK0,8530,193
V536,2,ART SEATS AND SAFETY,32332295.0,CABLE HARNESS CENTRE,1.0,IMALONE,Price imported from program,0.0,AEIK0,8530,193
V536,2,ART SEATS AND SAFETY,32332297.0,FRAMEWORK RELEASE MECHANISM,2.0,SYSTEM,Price imported from program,0.0,AEIK0,8561,500
V536,2,ART SEATS AND SAFETY,32332177.0,BRACKET UNDERCARRIAGE FRONT SEAT,1.0,SHOLGESS,Price imported from program,0.0,AEIK0,8520,191
V536,2,ART SEATS AND SAFETY,32332298.0,FRAMEWORK RELEASE MECHANISM,2.0,IMALONE,Price imported from program,0.0,AEIK0,8531,103
V536,2,ART SEATS AND SAFETY,,"SIX POINT SOCKET SCREW M5*15,5",0.0,SYSTEM,Price imported from SI+/epic,2.0,AEIK0,null,null
V536,2,ART SEATS AND SAFETY,32332178.0,CARRIER PLASTIC UPPER BACKREST,1.0,SHOLGESS,Price imported from program,0.0,AEIK0,8520,192
V536,2,ART SEATS AND SAFETY,32332299.0,CARRIER HEAD REST CENTRE,1.0,IMALONE,Price imported from program,0.0,AEIK0,8531,103
V536,2,ART SEATS AND SAFETY,,BRACKET UNDERCARRIAGE FRONT SEAT,0.0,SYSTEM,Price imported from SI+/epic,1.0,AEIK0,null,null
V536,2,ART SEATS AND SAFETY,987490.0,SEMS SCREW M10*25,1.0,SYSTEM,Price imported from SI+/epic,1.0,AELVW,6411,151
V536,2,ART SEATS AND SAFETY,,LUMBAR SUPPORT BACKREST,0.0,SYSTEM,Price imported from SI+/epic,1.0,AEIK0,null,null
V536,2,ART SEATS AND SAFETY,32378394.0,"COVER,CHARCOAL BELT BTS RH",1.0,AWESTLU3,STM 22w47: VPC83879,0.0,AEIK0,8520,066
V536,2,ART SEATS AND SAFETY,32332734.0,SIDE AIR BAG LH,1.0,RCHAMORE,change from Estimate to Contract,0.0,AEJ28,8866,020
V536,2,ART SEATS AND SAFETY,32332735.0,SIDE AIR BAG RH,1.0,RCHAMORE,Change from Estimate to contract,0.0,AEJ28,8866,030
V536,2,ART SEATS AND SAFETY,30746746.0,SIX POINT SOCKET SCREW PF5*12,1.0,VLINDBL1,Piece price updated according to supplier quote,0.0,AEIK0,8520,191
V536,2,ART SEATS AND SAFETY,,PROTECTOR BAG FRONT SEAT,0.0,SYSTEM,Price imported from SI+/epic,1.0,AEIK0,null,null
V536,2,ART SEATS AND SAFETY,32367932.0,EDGE PROTECTION,1.0,AWESTLU3,VPC83480,0.0,AEIK0,8520,192
V536,2,ART SEATS AND SAFETY,,CONTROL PANEL POWER SEAT RIGHT 10W SSP,0.0,SYSTEM,Price imported from SI+/epic,1.0,AEIK0,null,null
V536,2,ART SEATS AND SAFETY,32367931.0,EDGE PROTECTION,1.0,AWESTLU3,VPC83480,0.0,AEIK0,8520,191
V536,2,ART SEATS AND SAFETY,,PADDING BACKREST FRONT SEAT,0.0,,,1.0,,null,null
V536,2,ART SEATS AND SAFETY,985865.0,"FLANGE LOCK NUT M5*6,2",4.0,SYSTEM,Price imported from SI+/epic,2.0,AEIK0,8520,192
V536,2,ART SEATS AND SAFETY,,CONTROL PANEL POWER SEAT LEFT 10W SSP,0.0,SYSTEM,Price imported from SI+/epic,1.0,AEIK0,null,null
V536,2,ART SEATS AND SAFETY,32394098.0,"BELT CATCH,CHARCOAL RH ROW 2 WITH HALL ELEMEN",1.0,JGUSTAFS,STM  22w02 VPC69074,0.0,,8842,051
V536,2,ART SEATS AND SAFETY,32394099.0,"BELT CATCH,CHARCOAL M ROW 2 WITH HALL ELEMENT",1.0,JGUSTAFS,STM  22w02 VPC69074,0.0,,8842,051
V536,2,ART SEATS AND SAFETY,32332185.0,"SIDE PANEL,CHARCOAL SO LH FRONT",1.0,SHOLGESS,VPC83868,0.0,AEIK0,8520,065
V536,2,ART SEATS AND SAFETY,32332186.0,"SIDE PANEL,CHARCOAL SO RH FRONT",1.0,SHOLGESS,VPC83868,0.0,AEIK0,8520,066
V536,2,ART SEATS AND SAFETY,32332187.0,"COVER,CHARCOAL BELT LH",1.0,SHOLGESS,Price imported from program,0.0,AEIK0,8520,065
V536,2,ART SEATS AND SAFETY,,VENTILATION SEAT,0.0,SYSTEM,Price imported from SI+/epic,1.0,AEIK0,null,null
V536,2,ART SEATS AND SAFETY,,ECU SENSOR,0.0,SYSTEM,Price imported from SI+/epic,1.0,AEIK0,null,null
V536,2,ART SEATS AND SAFETY,32332189.0,"CASE SIDE COVER,CHARCOAL LH OUTER REAR ENGINE",1.0,SHOLGESS,VPC83868,0.0,AEIK0,8520,065
V536,2,ART SEATS AND SAFETY,32332267.0,"COVER,CHARCOAL SOLID RECLINING MECHANISM LH OU",1.0,IMALONE,Price imported from program,0.0,AEIK0,8530,015
V536,2,ART SEATS AND SAFETY,32332268.0,"COVER,CHARCOAL SOLID RECLINING MECHANISM RH OU",1.0,IMALONE,Price imported from program,0.0,AEIK0,8530,015
V536,2,ART SEATS AND SAFETY,32332269.0,"COVER,CHARCOAL SOLID RECLINING MECHANISM LH IN",1.0,IMALONE,Price imported from program,0.0,AEIK0,8530,015
V536,2,ART SEATS AND SAFETY,32272433.0,PADDING BACKREST FRONT SEAT,1.0,SHOLGESS,Price imported from program,0.0,AEIK0,8520,293
V536,2,ART SEATS AND SAFETY,9475400.0,PLASTIC RIVET BLACK,7.0,SYSTEM,Price imported from SI+/epic,13.0,AEIK0,8520,191
V536,2,ART SEATS AND SAFETY,,UNI DECO,0.0,SYSTEM,Price Imported from Programs,1.0,AEAK5,null,null
V536,2,ART SEATS AND SAFETY,30622814.0,SIX POINT SOCKET SCREW M5*14,3.0,SYSTEM,Price imported from SI+/epic,2.0,AEIK0,8520,191
V536,2,ART SEATS AND SAFETY,32332704.0,SLEEVE HEAD RESTRAINT,2.0,KOLLI,New quote,0.0,AEIK0,8521,004
V536,2,ART SEATS AND SAFETY,30746836.0,"SEMS SCREW M10*35*34,2",6.0,SYSTEM,Price Imported from SI+/Epic,0.0,AEKIF,8560,401
V536,2,ART SEATS AND SAFETY,,BRACKET OWS,0.0,SYSTEM,Price imported from SI+/epic,1.0,AEIK0,null,null
V536,2,ART SEATS AND SAFETY,32367922.0,LOGISTIC COST FRONTSEAT HEADREST,1.0,AWESTLU3,VPC82617 - Logistic cost setup,0.0,AEIK0,8520,006
V536,2,ART SEATS AND SAFETY,31693742.0,PADDING CUSHION CENTER WITH CHILD SEAT,1.0,IOLSSON6,Price imported from program,0.0,AEIK0,8530,094
V536,2,ART SEATS AND SAFETY,985860.0,FLANGE NUT M8*8,1.0,SYSTEM,Price imported from SI+/epic,0.0,AEIK0,8560,183
V536,2,ART SEATS AND SAFETY,30746829.0,SIX POINT SOCKET SCREW M10*14,4.0,GDRUMMON,1st maxbom update,0.0,AEIK0,8520,192
V536,2,ART SEATS AND SAFETY,32332270.0,"COVER,CHARCOAL SOLID RECLINING MECHANISM RH IN",1.0,IMALONE,Price imported from program,0.0,AEIK0,8530,015
V536,2,ART SEATS AND SAFETY,32332271.0,"COVER,CHARCOAL SOLID RECLINING MECHANISM CENTE",1.0,IMALONE,Price imported from program,0.0,AEIK0,8530,015
V536,2,ART SEATS AND SAFETY,32332272.0,"COVER,CHARCOAL SOLID RECLINING MECHANISM CENTE",1.0,IMALONE,Price imported from program,0.0,AEIK0,8530,015
V536,2,ART SEATS AND SAFETY,32332273.0,"COVER,CHARCOAL SO REAR BACK REST OUTER LH",2.0,IMALONE,Price imported from program,0.0,AEIK0,8530,015
V536,2,ART SEATS AND SAFETY,32332274.0,"COVER,CHARCOAL SO REAR BACK REST OUTER RH",2.0,IMALONE,Price imported from program,0.0,AEIK0,8530,015
V536,2,ART SEATS AND SAFETY,32131835.0,"SEAT BELT,CHARCOAL RH ROW 3",1.0,JGUSTAFS,VPC88471,0.0,AER58,8842,047
V536,2,ART SEATS AND SAFETY,32332275.0,"COVER,CHARCOAL S REAR BACK REST CENTRE LH",1.0,IMALONE,Price imported from program,0.0,AEIK0,8530,015
V536,2,ART SEATS AND SAFETY,32332276.0,"COVER,CHARCOAL SO REAR BACK REST CENTRE RH",1.0,IMALONE,Price imported from program,0.0,AEIK0,8530,015
V536,2,ART SEATS AND SAFETY,32332277.0,COVER CENTRE SEAT,1.0,IMALONE,Price imported from program,0.0,AEIK0,8530,183
V536,2,ART SEATS AND SAFETY,32131834.0,"SEAT BELT,CHARCOAL LH ROW 3",1.0,JGUSTAFS,VPC88471,0.0,AER58,8842,046
V536,2,ART SEATS AND SAFETY,32332278.0,IMPACT ABSORBER CENTRE SEAT,1.0,IMALONE,Price imported from program,0.0,AEIK0,8530,183
V536,2,ART SEATS AND SAFETY,32332279.0,"COVER EE,CHARCOAL SO OUTER SECTION REAR LEFT S",2.0,IMALONE,Price imported from program,0.0,AEIK0,8530,015
V536,2,ART SEATS AND SAFETY,31690926.0,INFLATABLE CURTAIN LH,1.0,MKINNAN1,22w50  Label update according to new directive TTM,0.0,AESKN,8867,071
V536,2,ART SEATS AND SAFETY,,SUPPORT RH AIRBAG,0.0,SYSTEM,Price imported from SI+/epic,1.0,AEIK0,null,null
V536,2,ART SEATS AND SAFETY,31690927.0,INFLATABLE CURTAIN RH,1.0,MKINNAN1,21w48: STM VPC76351 Two washers per screw,0.0,AESKN,8867,072
V536,2,ART SEATS AND SAFETY,,SUPPORT LH AIRBAG,0.0,SYSTEM,Price imported from SI+/epic,1.0,AEIK0,null,null
V536,2,ART SEATS AND SAFETY,32273890.0,SEAT LH,1.0,LMENEZES,VPC87479-3rd row center guide pin geometry,0.0,AEIK0,8560,183
V536,2,ART SEATS AND SAFETY,32273891.0,SEAT LH,1.0,MHAGBER2,VPC82484 - curtain fixation- STM22w12_Tmenezes,0.0,AEIK0,8560,183
V536,2,ART SEATS AND SAFETY,32367918.0,LOGISTIC COST FRONT SEAT PSM 16W,1.0,AWESTLU3,VPC82617 - Logistic cost setup,0.0,AEIK0,8520,005
V536,2,ART SEATS AND SAFETY,32347896.0,CABLE HARNESS DRIVER 16W STPS,1.0,AHALL2,VPC82748,0.0,AEIK0,8520,191
V536,2,ART SEATS AND SAFETY,32403202.0,SIX POINT SOCKET SCREW M12,4.0,,,0.0,,8560,183
V536,2,ART SEATS AND SAFETY,32332280.0,"COVER EE,CHARCOAL SO OUTER SECTION REAR RIGHT",2.0,IMALONE,Price imported from program,0.0,AEIK0,8530,015
V536,2,ART SEATS AND SAFETY,32332281.0,PANEL OUTER LEFT SIDE,1.0,IMALONE,Price imported from program,0.0,AEIK0,8530,193
V536,2,ART SEATS AND SAFETY,32332282.0,PANEL OUTER RIGHT SIDE,1.0,IMALONE,Price imported from program,0.0,AEIK0,8530,193
V536,2,ART SEATS AND SAFETY,32332283.0,PANEL CENTRE SEAT,1.0,IMALONE,Price imported from program,0.0,AEIK0,8530,193
V536,2,ART SEATS AND SAFETY,32332284.0,"COVER,CHARCOAL SO RAIL SIDE LH",1.0,IMALONE,Price imported from program,0.0,AEIK0,8530,015
V536,2,ART SEATS AND SAFETY,32332285.0,"COVER,CHARCOAL SO RAIL SIDE RH",1.0,IMALONE,Price imported from program,0.0,AEIK0,8530,015
V536,2,ART SEATS AND SAFETY,32332245.0,PADDING CUSHION LH,1.0,IOLSSON6,Price imported from program,0.0,AEIK0,8530,094
V536,2,ART SEATS AND SAFETY,,CABLE HARNESS PASS EL N W HEAT 2WL US,0.0,SYSTEM,Price imported from SI+/epic,1.0,AEIK0,null,null
V536,2,ART SEATS AND SAFETY,32332246.0,PADDING CUSHION RH,1.0,IOLSSON6,Price imported from program,0.0,AEIK0,8530,094
V536,2,ART SEATS AND SAFETY,,FLANGE SCREW M5*20 FASTITE/PLUNGE,0.0,SYSTEM,Price imported from SI+/epic,4.0,AEKIF,null,null
V536,2,ART SEATS AND SAFETY,32332247.0,PADDING BACKREST FRAME LH,1.0,MHAGBER2,VPC84395 - TTM 22w17,0.0,AEIK0,8530,184
V536,2,ART SEATS AND SAFETY,,"COULISSE,CHARCOAL SOLID SLIDE RAIL REAR LH",0.0,SYSTEM,Price imported from SI+/epic,1.0,AEIK0,null,null
V536,2,ART SEATS AND SAFETY,32332248.0,PADDING BACKREST FRAME RH,1.0,MHAGBER2,VPC84395 - TTM 22w17,0.0,AEIK0,8530,184
V536,2,ART SEATS AND SAFETY,32332920.0,LOGISTIC COST BELT A CHS,1.0,IMALONE,VPC80893  (Belt A not for factory 36),0.0,AEIK0,8530,006
V536,2,ART SEATS AND SAFETY,,"COULISSE,CHARCOAL SOLID SLIDE RAIL REAR RH",0.0,SYSTEM,Price imported from SI+/epic,1.0,AEIK0,null,null
V536,2,ART SEATS AND SAFETY,32332922.0,LOGISTIC COST 7S STRUCTURE W/O ICS,1.0,IMALONE,VPC 80893 (ATM-DCM 22w06),0.0,AEIK0,8530,006
V536,2,ART SEATS AND SAFETY,32332925.0,LOGISTIC COST 7S STRUCTURE ICS,1.0,IMALONE,VPC80893,0.0,AEIK0,8530,006
V536,2,ART SEATS AND SAFETY,32332926.0,LOGISTIC COST HEAT 7S,1.0,IMALONE,VPC80893,0.0,AEIK0,8530,006
V536,2,ART SEATS AND SAFETY,32367105.0,LOGISTIC COST STRUCTURE 3:DR ROW,1.0,TMENEZES,VPC75843 - assembly & Logistc PNs,0.0,AEIK0,8560,006
V536,2,ART SEATS AND SAFETY,32367104.0,ASSEMBLY COSTS 3DR ROW BASIC,1.0,LMENEZES,STM 22w36: VPC 83853 - Implementation of curtain on 3R ,0.0,AEIK0,8560,006
V536,2,ART SEATS AND SAFETY,,UNDERCARRIAGE LH ENGINE W MEMORY 6-VAGS,0.0,SYSTEM,Price imported from SI+/epic,1.0,AEIK0,null,null
V536,2,ART SEATS AND SAFETY,32367106.0,LOGISTIC COST BELT BUCKLE,1.0,TMENEZES,VPC75843 - assembly & Logistc PNs,0.0,AEIK0,8560,006
V536,2,ART SEATS AND SAFETY,,"COVER,CHARCOAL SO BELT LH",0.0,SYSTEM,Price imported from SI+/epic,1.0,AEIK0,null,null
V536,2,ART SEATS AND SAFETY,,"COVER,CHARCOAL SO BELT RH",0.0,SYSTEM,Price imported from SI+/epic,1.0,AEIK0,null,null
V536,2,ART SEATS AND SAFETY,30776075.0,SIX POINT SOCKET SCREW M5*14,2.0,IMALONE,Price imported from program,2.0,AEIK0,8530,183
V536,2,ART SEATS AND SAFETY,32332250.0,PADDING CHILD SEAT CENTER,1.0,IOLSSON6,Price imported from program,0.0,AEIK0,8530,094
V536,2,ART SEATS AND SAFETY,32332251.0,PADDING BACKREST FRAME CENTER WITH ARM REST,1.0,IOLSSON6,Price imported from program,0.0,AEIK0,8530,184
V536,2,ART SEATS AND SAFETY,32332256.0,HEATER BACKREST FRAME,2.0,AWESTLU3,Corrected to CPA,0.0,AEIK0,8530,072
V536,2,ART SEATS AND SAFETY,32332257.0,"HANDLE,CHARCOAL SO EE LH",1.0,IOLSSON6,Price imported from program,0.0,AEIK0,8530,015
